Crime Type,Loss Amount,State/Territory,Year
Confidence Fraud/Romance,"$2,112,806",Michigan,2019
Corporate Data Breach,"$352,159",Michigan,2019
Credit Card Fraud,"$656,039",Michigan,2019
Crimes Against Children,$0,Michigan,2019
Criminal Forums,$0,Michigan,2019
Denial of Service/TDos,$0,Michigan,2019
Employment,"$612,555",Michigan,2019
Extortion,"$168,141",Michigan,2019
Gambling,$0,Michigan,2019
Government Impersonation,"$299,107",Michigan,2019
Hacktivist,$0,Michigan,2019
Harassment/Threats of Violence,"$47,965",Michigan,2019
Health Care Related,"$10,178",Michigan,2019
IPR/Copyright and Counterfeit,"$5,482",Michigan,2019
Identity Theft,"$690,206",Michigan,2019
Investment,"$1,306,447",Michigan,2019
Lottery/Sweepstakes/Inheritance,"$657,314",Michigan,2019
Malware/Scareware/Virus,$0,Michigan,2019
Misrepresentation,"$67,608",Michigan,2019
No Lead Value,$0,Michigan,2019
Non-payment/Non-Delivery,"$2,069,498",Michigan,2019
Other,"$28,089",Michigan,2019
Overpayment,"$517,503",Michigan,2019
Personal Data Breach,"$423,202",Michigan,2019
Phishing/Vishing/Smishing/Pharming,"$102,465",Michigan,2019
Ransomware,$0,Michigan,2019
Re-shipping,"$3,000",Michigan,2019
Real Estate/Rental,"$858,285",Michigan,2019
Spoofing,"$845,880",Michigan,2019
Tech Support,"$275,639",Michigan,2019
Terrorism,$0,Michigan,2019
Social Media,"$1,057,998",Michigan,2019
Virtual Currency,"$377,909",Michigan,2019
Advanced Fee,"$908,246",Minnesota,2019
BEC/EAC,"$2,409,429",Minnesota,2019
Charity,"$81,550",Minnesota,2019
Civil Matter,"$6,294",Minnesota,2019
Confidence Fraud/Romance,"$1,942,950",Minnesota,2019
Corporate Data Breach,$0,Minnesota,2019
Credit Card Fraud,"$340,944",Minnesota,2019
Crimes Against Children,$0,Minnesota,2019
Criminal Forums,$0,Minnesota,2019
Denial of Service/TDos,$0,Minnesota,2019
Employment,"$121,684",Minnesota,2019
Extortion,"$32,435",Minnesota,2019
Gambling,$0,Minnesota,2019
Government Impersonation,"$137,175",Minnesota,2019
Hacktivist,$0,Minnesota,2019
Harassment/Threats of Violence,"$156,326",Minnesota,2019
Health Care Related,"$50,000",Minnesota,2019
IPR/Copyright and Counterfeit,"$1,578",Minnesota,2019
Identity Theft,"$255,468",Minnesota,2019
Investment,"$206,060",Minnesota,2019
Lottery/Sweepstakes/Inheritance,"$1,077,167",Minnesota,2019
Malware/Scareware/Virus,$0,Minnesota,2019
Misrepresentation,"$164,932",Minnesota,2019
No Lead Value,$0,Minnesota,2019
Non-payment/Non-Delivery,"$1,481,462",Minnesota,2019
Other,"$477,072",Minnesota,2019
Overpayment,"$126,227",Minnesota,2019
Personal Data Breach,"$206,696",Minnesota,2019
Phishing/Vishing/Smishing/Pharming,"$153,980",Minnesota,2019
Ransomware,$0,Minnesota,2019
Re-shipping,$0,Minnesota,2019
Real Estate/Rental,"$2,963,066",Minnesota,2019
Spoofing,"$1,043,894",Minnesota,2019
Tech Support,"$350,684",Minnesota,2019
Terrorism,$0,Minnesota,2019
Social Media,"$397,816",Minnesota,2019
Virtual Currency,"$363,205",Minnesota,2019
Advanced Fee,"$178,202",Mississippi,2019
BEC/EAC,"$913,994",Mississippi,2019
Charity,$0,Mississippi,2019
Civil Matter,$0,Mississippi,2019
Confidence Fraud/Romance,"$54,694",Mississippi,2019
Corporate Data Breach,$0,Mississippi,2019
Credit Card Fraud,"$157,423",Mississippi,2019
Crimes Against Children,$0,Mississippi,2019
Criminal Forums,$0,Mississippi,2019
Denial of Service/TDos,$0,Mississippi,2019
Employment,"$316,951",Mississippi,2019
Extortion,"$5,342",Mississippi,2019
Gambling,$0,Mississippi,2019
Government Impersonation,"$47,000",Mississippi,2019
Hacktivist,$0,Mississippi,2019
Harassment/Threats of Violence,"$3,092",Mississippi,2019
Health Care Related,$0,Mississippi,2019
IPR/Copyright and Counterfeit,"$67,427",Mississippi,2019
Identity Theft,"$119,846",Mississippi,2019
Investment,"$40,000",Mississippi,2019
Lottery/Sweepstakes/Inheritance,"$129,879",Mississippi,2019
Malware/Scareware/Virus,$0,Mississippi,2019
Misrepresentation,"$4,042",Mississippi,2019
No Lead Value,$0,Mississippi,2019
Non-payment/Non-Delivery,"$690,080",Mississippi,2019
Other,"$7,732",Mississippi,2019
Overpayment,"$398,241",Mississippi,2019
Personal Data Breach,"$147,363",Mississippi,2019
Phishing/Vishing/Smishing/Pharming,$500,Mississippi,2019
Ransomware,$0,Mississippi,2019
Re-shipping,$0,Mississippi,2019
Real Estate/Rental,"$27,917",Mississippi,2019
Spoofing,"$21,848",Mississippi,2019
Tech Support,"$58,000",Mississippi,2019
Terrorism,$0,Mississippi,2019
Social Media,"$83,693",Mississippi,2019
Virtual Currency,"$56,434",Mississippi,2019
Advanced Fee,"$519,253",Missouri,2019
BEC/EAC,"$918,084",Missouri,2019
Charity,$50,Missouri,2019
Civil Matter,"$118,200",Missouri,2019
Confidence Fraud/Romance,"$905,168",Missouri,2019
Corporate Data Breach,"$185,000",Missouri,2019
Credit Card Fraud,"$614,602",Missouri,2019
Crimes Against Children,$0,Missouri,2019
Criminal Forums,$0,Missouri,2019
Denial of Service/TDos,$0,Missouri,2019
Employment,"$96,814",Missouri,2019
Extortion,"$31,207",Missouri,2019
Gambling,$20,Missouri,2019
Government Impersonation,"$21,289",Missouri,2019
Hacktivist,$0,Missouri,2019
Harassment/Threats of Violence,"$6,339",Missouri,2019
Health Care Related,$366,Missouri,2019
IPR/Copyright and Counterfeit,"$57,464",Missouri,2019
Identity Theft,"$739,797",Missouri,2019
Investment,"$256,038",Missouri,2019
Lottery/Sweepstakes/Inheritance,"$92,350",Missouri,2019
Malware/Scareware/Virus,$0,Missouri,2019
Misrepresentation,"$14,281",Missouri,2019
No Lead Value,$0,Missouri,2019
Non-payment/Non-Delivery,"$1,385,790",Missouri,2019
Other,"$1,710",Missouri,2019
Overpayment,"$370,038",Missouri,2019
Personal Data Breach,"$423,990",Missouri,2019
Phishing/Vishing/Smishing/Pharming,"$44,941",Missouri,2019
Ransomware,$0,Missouri,2019
Re-shipping,$250,Missouri,2019
Real Estate/Rental,"$1,584,405",Missouri,2019
Spoofing,"$191,869",Missouri,2019
Tech Support,"$31,749",Missouri,2019
Terrorism,$0,Missouri,2019
Social Media,"$304,424",Missouri,2019
Virtual Currency,"$323,071",Missouri,2019
Advanced Fee,"$104,350",Montana,2019
BEC/EAC,"$102,288",Montana,2019
Charity,$0,Montana,2019
Civil Matter,"$40,769",Montana,2019
Confidence Fraud/Romance,"$1,019,464",Montana,2019
Corporate Data Breach,"$19,366",Montana,2019
Credit Card Fraud,"$163,294",Montana,2019
Crimes Against Children,$0,Montana,2019
Criminal Forums,$0,Montana,2019
Denial of Service/TDos,$0,Montana,2019
Employment,"$7,726",Montana,2019
Extortion,"$1,200",Montana,2019
Gambling,"$50,000",Montana,2019
Government Impersonation,$0,Montana,2019
Hacktivist,$0,Montana,2019
Harassment/Threats of Violence,"$38,400",Montana,2019
Health Care Related,$0,Montana,2019
IPR/Copyright and Counterfeit,$91,Montana,2019
Identity Theft,"$252,380",Montana,2019
Investment,"$295,878",Montana,2019
Lottery/Sweepstakes/Inheritance,"$36,426",Montana,2019
Malware/Scareware/Virus,$0,Montana,2019
Misrepresentation,"$5,612",Montana,2019
No Lead Value,$0,Montana,2019
Non-payment/Non-Delivery,"$1,107,179",Montana,2019
Other,"$128,900",Montana,2019
Overpayment,"$85,816",Montana,2019
Personal Data Breach,"$255,751",Montana,2019
Phishing/Vishing/Smishing/Pharming,"$7,720",Montana,2019
Ransomware,"$18,366",Montana,2019
Re-shipping,$0,Montana,2019
Real Estate/Rental,"$4,300",Montana,2019
Spoofing,"$101,500",Montana,2019
Tech Support,"$1,746",Montana,2019
Terrorism,$0,Montana,2019
Social Media,"$100,088",Montana,2019
Virtual Currency,"$35,066",Montana,2019
Advanced Fee,"$156,495",Nebraska,2019
BEC/EAC,"$284,686",Nebraska,2019
Charity,$0,Nebraska,2019
Civil Matter,$0,Nebraska,2019
Confidence Fraud/Romance,"$478,936",Nebraska,2019
Corporate Data Breach,$0,Nebraska,2019
Credit Card Fraud,"$112,874",Nebraska,2019
Crimes Against Children,$0,Nebraska,2019
Criminal Forums,$0,Nebraska,2019
Denial of Service/TDos,$0,Nebraska,2019
Employment,"$15,694",Nebraska,2019
Extortion,"$1,389",Nebraska,2019
Gambling,$0,Nebraska,2019
Government Impersonation,$300,Nebraska,2019
Hacktivist,$0,Nebraska,2019
Harassment/Threats of Violence,"$9,632",Nebraska,2019
Health Care Related,$0,Nebraska,2019
IPR/Copyright and Counterfeit,"$9,604",Nebraska,2019
Identity Theft,"$55,587",Nebraska,2019
Investment,$0,Nebraska,2019
Lottery/Sweepstakes/Inheritance,$0,Nebraska,2019
Malware/Scareware/Virus,$0,Nebraska,2019
Misrepresentation,"$13,859",Nebraska,2019
No Lead Value,$0,Nebraska,2019
Non-payment/Non-Delivery,"$1,448,549",Nebraska,2019
Other,"$73,187",Nebraska,2019
Overpayment,"$93,839",Nebraska,2019
Personal Data Breach,"$123,081",Nebraska,2019
Phishing/Vishing/Smishing/Pharming,"$5,567",Nebraska,2019
Ransomware,$0,Nebraska,2019
Re-shipping,$0,Nebraska,2019
Real Estate/Rental,"$54,468",Nebraska,2019
Spoofing,"$137,994",Nebraska,2019
Tech Support,"$1,127",Nebraska,2019
Terrorism,$0,Nebraska,2019
Social Media,"$200,573",Nebraska,2019
Virtual Currency,"$18,210",Nebraska,2019
Advanced Fee,"$953,665",Nevada,2019
BEC/EAC,"$1,553,596",Nevada,2019
Charity,$758,Nevada,2019
Civil Matter,"$220,037",Nevada,2019
Confidence Fraud/Romance,"$2,942,825",Nevada,2019
Corporate Data Breach,$0,Nevada,2019
Credit Card Fraud,"$1,346,300",Nevada,2019
Crimes Against Children,"$7,099",Nevada,2019
Criminal Forums,$0,Nevada,2019
Denial of Service/TDos,$0,Nevada,2019
Employment,"$218,104",Nevada,2019
Extortion,"$33,706",Nevada,2019
Gambling,"$58,000",Nevada,2019
Government Impersonation,"$82,546",Nevada,2019
Hacktivist,$0,Nevada,2019
Harassment/Threats of Violence,"$199,868",Nevada,2019
Health Care Related,$198,Nevada,2019
IPR/Copyright and Counterfeit,"$44,306",Nevada,2019
Identity Theft,"$798,393",Nevada,2019
Investment,"$863,958",Nevada,2019
Lottery/Sweepstakes/Inheritance,"$369,855",Nevada,2019
Malware/Scareware/Virus,"$3,877",Nevada,2019
Misrepresentation,"$466,482",Nevada,2019
No Lead Value,$0,Nevada,2019
Non-payment/Non-Delivery,"$2,215,595",Nevada,2019
Other,"$141,117",Nevada,2019
Overpayment,"$237,629",Nevada,2019
Personal Data Breach,"$824,560",Nevada,2019
Phishing/Vishing/Smishing/Pharming,"$98,971",Nevada,2019
Ransomware,"$2,500",Nevada,2019
Re-shipping,$0,Nevada,2019
Real Estate/Rental,"$2,213,940",Nevada,2019
Spoofing,"$139,480",Nevada,2019
Tech Support,"$73,999",Nevada,2019
Terrorism,"$10,048",Nevada,2019
Social Media,"$639,088",Nevada,2019
Virtual Currency,"$878,641",Nevada,2019
Advanced Fee,"$258,131",New Hampshire,2019
BEC/EAC,"$2,199,042",New Hampshire,2019
Charity,$0,New Hampshire,2019
Civil Matter,"$142,133",New Hampshire,2019
Confidence Fraud/Romance,"$566,435",New Hampshire,2019
Corporate Data Breach,$0,New Hampshire,2019
Credit Card Fraud,"$23,329",New Hampshire,2019
Crimes Against Children,$0,New Hampshire,2019
Criminal Forums,$0,New Hampshire,2019
Denial of Service/TDos,$0,New Hampshire,2019
Employment,"$18,632",New Hampshire,2019
Extortion,"$34,263",New Hampshire,2019
Gambling,$0,New Hampshire,2019
Government Impersonation,"$30,700",New Hampshire,2019
Hacktivist,$0,New Hampshire,2019
Harassment/Threats of Violence,"$16,399",New Hampshire,2019
Health Care Related,$0,New Hampshire,2019
IPR/Copyright and Counterfeit,$60,New Hampshire,2019
Identity Theft,"$3,247",New Hampshire,2019
Investment,"$4,000",New Hampshire,2019
Lottery/Sweepstakes/Inheritance,"$3,300",New Hampshire,2019
Malware/Scareware/Virus,$0,New Hampshire,2019
Misrepresentation,"$6,717",New Hampshire,2019
No Lead Value,$0,New Hampshire,2019
Non-payment/Non-Delivery,"$68,775",New Hampshire,2019
Other,"$8,658",New Hampshire,2019
Overpayment,"$25,077",New Hampshire,2019
Personal Data Breach,"$171,394",New Hampshire,2019
Phishing/Vishing/Smishing/Pharming,"$7,300",New Hampshire,2019
Ransomware,$0,New Hampshire,2019
Re-shipping,$0,New Hampshire,2019
Real Estate/Rental,"$452,815",New Hampshire,2019
Spoofing,"$1,066,645",New Hampshire,2019
Tech Support,"$5,125",New Hampshire,2019
Terrorism,$0,New Hampshire,2019
Social Media,"$3,840",New Hampshire,2019
Virtual Currency,"$4,000",New Hampshire,2019
Advanced Fee,"$1,521,581",New Jersey,2019
BEC/EAC,"$8,394,947",New Jersey,2019
Charity,"$200,000",New Jersey,2019
Civil Matter,"$251,753",New Jersey,2019
Confidence Fraud/Romance,"$8,159,245",New Jersey,2019
Corporate Data Breach,$0,New Jersey,2019
Credit Card Fraud,"$872,760",New Jersey,2019
Crimes Against Children,$0,New Jersey,2019
Criminal Forums,$0,New Jersey,2019
Denial of Service/TDos,$0,New Jersey,2019
Employment,"$614,566",New Jersey,2019
Extortion,"$535,753",New Jersey,2019
Gambling,"$38,100",New Jersey,2019
Government Impersonation,"$2,065,952",New Jersey,2019
Hacktivist,$0,New Jersey,2019
Harassment/Threats of Violence,"$213,313",New Jersey,2019
Health Care Related,"$314,394",New Jersey,2019
IPR/Copyright and Counterfeit,"$19,544",New Jersey,2019
Identity Theft,"$839,008",New Jersey,2019
Investment,"$1,345,585",New Jersey,2019
Lottery/Sweepstakes/Inheritance,"$221,254",New Jersey,2019
Malware/Scareware/Virus,$0,New Jersey,2019
Misrepresentation,"$92,704",New Jersey,2019
No Lead Value,$0,New Jersey,2019
Non-payment/Non-Delivery,"$5,547,003",New Jersey,2019
Other,"$741,611",New Jersey,2019
Overpayment,"$823,774",New Jersey,2019
Personal Data Breach,"$239,938",New Jersey,2019
Phishing/Vishing/Smishing/Pharming,"$576,230",New Jersey,2019
Ransomware,"$105,000",New Jersey,2019
Re-shipping,"$20,860",New Jersey,2019
Real Estate/Rental,"$1,943,806",New Jersey,2019
Spoofing,"$3,902,293",New Jersey,2019
Tech Support,"$2,599,841",New Jersey,2019
Terrorism,$0,New Jersey,2019
Social Media,"$604,004",New Jersey,2019
Virtual Currency,"$225,710",New Jersey,2019
Advanced Fee,"$126,585",New Mexico,2019
BEC/EAC,"$502,728",New Mexico,2019
Charity,$0,New Mexico,2019
Civil Matter,"$23,040",New Mexico,2019
Confidence Fraud/Romance,"$757,262",New Mexico,2019
Corporate Data Breach,"$6,000",New Mexico,2019
Credit Card Fraud,"$40,757",New Mexico,2019
Crimes Against Children,$0,New Mexico,2019
Criminal Forums,$0,New Mexico,2019
Denial of Service/TDos,$306,New Mexico,2019
Employment,"$22,087",New Mexico,2019
Extortion,$250,New Mexico,2019
Gambling,$0,New Mexico,2019
Government Impersonation,"$7,469",New Mexico,2019
Hacktivist,$0,New Mexico,2019
Harassment/Threats of Violence,"$1,680",New Mexico,2019
Health Care Related,$0,New Mexico,2019
IPR/Copyright and Counterfeit,"$6,600",New Mexico,2019
Identity Theft,"$38,115",New Mexico,2019
Investment,"$35,240",New Mexico,2019
Lottery/Sweepstakes/Inheritance,"$64,965",New Mexico,2019
Malware/Scareware/Virus,$0,New Mexico,2019
Misrepresentation,"$7,533",New Mexico,2019
No Lead Value,$0,New Mexico,2019
Non-payment/Non-Delivery,"$298,205",New Mexico,2019
Other,"$19,664",New Mexico,2019
Overpayment,"$51,722",New Mexico,2019
Personal Data Breach,"$34,432",New Mexico,2019
Phishing/Vishing/Smishing/Pharming,"$40,428",New Mexico,2019
Ransomware,$0,New Mexico,2019
Re-shipping,$0,New Mexico,2019
Real Estate/Rental,"$123,400",New Mexico,2019
Spoofing,"$6,320",New Mexico,2019
Tech Support,$300,New Mexico,2019
Terrorism,$0,New Mexico,2019
Social Media,"$13,410",New Mexico,2019
Virtual Currency,"$14,831",New Mexico,2019
Advanced Fee,"$11,074,026",New York,2019
BEC/EAC,"$17,852,702",New York,2019
Charity,"$9,635",New York,2019
Civil Matter,"$2,153,011",New York,2019
Confidence Fraud/Romance,"$24,689,834",New York,2019
Corporate Data Breach,"$240,343",New York,2019
Credit Card Fraud,"$3,303,581",New York,2019
Crimes Against Children,$0,New York,2019
Criminal Forums,$0,New York,2019
Denial of Service/TDos,$0,New York,2019
Employment,"$5,460,749",New York,2019
Extortion,"$4,120,215",New York,2019
Gambling,"$6,900",New York,2019
Government Impersonation,"$2,242,910",New York,2019
Hacktivist,$0,New York,2019
Harassment/Threats of Violence,"$641,571",New York,2019
Health Care Related,"$7,074",New York,2019
IPR/Copyright and Counterfeit,"$173,900",New York,2019
Identity Theft,"$2,456,712",New York,2019
Investment,"$10,163,501",New York,2019
Lottery/Sweepstakes/Inheritance,"$4,275,297",New York,2019
Malware/Scareware/Virus,"$17,316",New York,2019
Misrepresentation,"$387,327",New York,2019
No Lead Value,$0,New York,2019
Non-payment/Non-Delivery,"$9,400,335",New York,2019
Other,"$1,328,463",New York,2019
Overpayment,"$4,788,859",New York,2019
Personal Data Breach,"$1,065,112",New York,2019
Phishing/Vishing/Smishing/Pharming,"$1,045,517",New York,2019
Ransomware,"$190,000",New York,2019
Re-shipping,"$438,290",New York,2019
Real Estate/Rental,"$14,744,993",New York,2019
Spoofing,"$5,210,523",New York,2019
Tech Support,"$1,743,892",New York,2019
Terrorism,$0,New York,2019
Social Media,"$3,806,639",New York,2019
Virtual Currency,"$3,389,777",New York,2019
Advanced Fee,"$590,201",North Carolina,2019
BEC/EAC,"$3,243,192",North Carolina,2019
Charity,"$16,935",North Carolina,2019
Civil Matter,"$50,731",North Carolina,2019
Confidence Fraud/Romance,"$2,844,973",North Carolina,2019
Corporate Data Breach,"$10,350",North Carolina,2019
Credit Card Fraud,"$545,867",North Carolina,2019
Crimes Against Children,$0,North Carolina,2019
Criminal Forums,$0,North Carolina,2019
Denial of Service/TDos,$0,North Carolina,2019
Employment,"$287,106",North Carolina,2019
Extortion,"$17,927",North Carolina,2019
Gambling,"$39,000",North Carolina,2019
Government Impersonation,"$791,992",North Carolina,2019
Hacktivist,$0,North Carolina,2019
Harassment/Threats of Violence,"$30,780",North Carolina,2019
Health Care Related,"$10,090",North Carolina,2019
IPR/Copyright and Counterfeit,"$11,616",North Carolina,2019
Identity Theft,"$832,911",North Carolina,2019
Investment,"$220,150",North Carolina,2019
Lottery/Sweepstakes/Inheritance,"$1,080,525",North Carolina,2019
Malware/Scareware/Virus,$0,North Carolina,2019
Misrepresentation,"$274,100",North Carolina,2019
No Lead Value,$0,North Carolina,2019
Non-payment/Non-Delivery,"$1,706,914",North Carolina,2019
Other,"$9,666",North Carolina,2019
Overpayment,"$317,228",North Carolina,2019
Personal Data Breach,"$1,842,126",North Carolina,2019
Phishing/Vishing/Smishing/Pharming,"$30,568",North Carolina,2019
Ransomware,"$5,500",North Carolina,2019
Re-shipping,"$50,000",North Carolina,2019
Real Estate/Rental,"$1,469,032",North Carolina,2019
Spoofing,"$659,761",North Carolina,2019
Tech Support,"$1,386,277",North Carolina,2019
Terrorism,$0,North Carolina,2019
Social Media,"$711,768",North Carolina,2019
Virtual Currency,"$312,920",North Carolina,2019
Advanced Fee,"$140,598",North Dakota,2019
BEC/EAC,"$67,484",North Dakota,2019
Charity,$0,North Dakota,2019
Civil Matter,$0,North Dakota,2019
Confidence Fraud/Romance,"$321,062",North Dakota,2019
Corporate Data Breach,$0,North Dakota,2019
Credit Card Fraud,"$11,459",North Dakota,2019
Crimes Against Children,$0,North Dakota,2019
Criminal Forums,$0,North Dakota,2019
Denial of Service/TDos,$0,North Dakota,2019
Employment,"$42,926",North Dakota,2019
Extortion,"$83,786",North Dakota,2019
Gambling,$0,North Dakota,2019
Government Impersonation,"$75,786",North Dakota,2019
Hacktivist,$0,North Dakota,2019
Harassment/Threats of Violence,$0,North Dakota,2019
Health Care Related,$0,North Dakota,2019
IPR/Copyright and Counterfeit,$42,North Dakota,2019
Identity Theft,$710,North Dakota,2019
Investment,$0,North Dakota,2019
Lottery/Sweepstakes/Inheritance,"$129,985",North Dakota,2019
Malware/Scareware/Virus,$0,North Dakota,2019
Misrepresentation,$54,North Dakota,2019
No Lead Value,$0,North Dakota,2019
Non-payment/Non-Delivery,"$658,185",North Dakota,2019
Other,"$4,850",North Dakota,2019
Overpayment,"$6,750",North Dakota,2019
Personal Data Breach,"$2,400",North Dakota,2019
Phishing/Vishing/Smishing/Pharming,"$150,249",North Dakota,2019
Ransomware,$0,North Dakota,2019
Re-shipping,$0,North Dakota,2019
Real Estate/Rental,"$163,200",North Dakota,2019
Spoofing,"$146,152",North Dakota,2019
Tech Support,"$1,400",North Dakota,2019
Terrorism,$0,North Dakota,2019
Social Media,"$43,755",North Dakota,2019
Virtual Currency,"$5,940",North Dakota,2019
Advanced Fee,$0,Northern Mariana Islands,2019
BEC/EAC,$0,Northern Mariana Islands,2019
Charity,$0,Northern Mariana Islands,2019
Civil Matter,$0,Northern Mariana Islands,2019
Confidence Fraud/Romance,$0,Northern Mariana Islands,2019
Corporate Data Breach,$0,Northern Mariana Islands,2019
Credit Card Fraud,$0,Northern Mariana Islands,2019
Crimes Against Children,$0,Northern Mariana Islands,2019
Criminal Forums,$0,Northern Mariana Islands,2019
Denial of Service/TDos,$0,Northern Mariana Islands,2019
Employment,$0,Northern Mariana Islands,2019
